text,label
हवामान खूप छान आहे,Marathi
भारत एक महान देश हो,Nepali
मी बाजारात जात आहे मी मराठी शिकत आहे,Marathi
अहं विद्यालयं गच्छामि अहं संस्कृतं पठामि,Sanskrit
भारत एक महान देश आहे तू कसा आहेस?,Marathi
क्या समय हुआ है? कृपया मेरी मदद करें,Hindi
भारतः महान् देशः अस्ति,Sanskrit
तुम कैसे हो?,Hindi
तिमीलाई कस्तो छ? कृपया मलाई मद्दत गर,Nepali
मैं बाजार जा रहा हूँ,Hindi
यह पुस्तक बहुत रोचक है,Hindi
यह पुस्तक बहुत रोचक है,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
मम क्षुधा वर्तते कियद्वेला जाता?,Sanskrit
ही पुस्तक खूप रंजक आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
तिमीलाई कस्तो छ? म नेपाली सिक्दैछु,Nepali
म बजार जाँदैछु,Nepali
भारत एक महान देश हो,Nepali
क्या समय हुआ है?,Hindi
मौसम धेरै राम्रो छ,Nepali
म भोक लागेको छु यो पुस्तक धेरै रोचक छ,Nepali
भारतः महान् देशः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
त्वं कथं असि?,Sanskrit
म भोक लागेको छु,Nepali
कृपया मलाई मद्दत गर यो पुस्तक धेरै रोचक छ,Nepali
म नेपाली सिक्दैछु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
कति बजेको छ?,Nepali
अहं संस्कृतं पठामि,Sanskrit
मी मराठी शिकत आहे भारत एक महान देश आहे,Marathi
मी मराठी शिकत आहे भारत एक महान देश आहे,Marathi
मौसम धेरै राम्रो छ म बजार जाँदैछु,Nepali
मी बाजारात जात आहे ही पुस्तक खूप रंजक आहे,Marathi
क्या समय हुआ है?,Hindi
भारत एक महान देश हो यो एक सुन्दर दिन हो,Nepali
यह पुस्तक बहुत रोचक है भारत एक महान देश है,Hindi
अहं संस्कृतं पठामि,Sanskrit
यह एक सुंदर दिन है क्या समय हुआ है?,Hindi
ही पुस्तक खूप रंजक आहे वेळ किती वाजली आहे?,Marathi
हा एक सुंदर दिवस आहे,Marathi
कृपया मेरी मदद करें,Hindi
मला भूक लागली आहे मी मराठी शिकत आहे,Marathi
त्वं कथं असि?,Sanskrit
अहं संस्कृतं पठामि भारतः महान् देशः अस्ति,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
हवामान खूप छान आहे,Marathi
कति बजेको छ? मौसम धेरै राम्रो छ,Nepali
क्या समय हुआ है?,Hindi
मैं बाजार जा रहा हूँ मैं बाजार जा रहा हूँ,Hindi
भारतः महान् देशः अस्ति,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
मी बाजारात जात आहे,Marathi
म भोक लागेको छु,Nepali
यह एक सुंदर दिन है मौसम बहुत अच्छा है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
मैं बाजार जा रहा हूँ मैं हिंदी सीख रहा हूँ,Hindi
भारत एक महान देश हो भारत एक महान देश हो,Nepali
भारतः महान् देशः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
तुम कैसे हो? मौसम बहुत अच्छा है,Hindi
मौसम धेरै राम्रो छ तिमीलाई कस्तो छ?,Nepali
मी मराठी शिकत आहे,Marathi
मला भूक लागली आहे,Marathi
भारत एक महान देश हो यो पुस्तक धेरै रोचक छ,Nepali
म बजार जाँदैछु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
मम क्षुधा वर्तते,Sanskrit
मैं बाजार जा रहा हूँ,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
त्वं कथं असि?,Sanskrit
अहं विद्यालयं गच्छामि वातावरणं रमणीयं अस्ति,Sanskrit
मम क्षुधा वर्तते,Sanskrit
कृपया माझी मदत करा,Marathi
कृपया मेरी मदद करें,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
भारतः महान् देशः अस्ति कियद्वेला जाता?,Sanskrit
कति बजेको छ? म भोक लागेको छु,Nepali
यो एक सुन्दर दिन हो,Nepali
एषा पुस्तिका रोचकं अस्ति मम क्षुधा वर्तते,Sanskrit
एषा पुस्तिका रोचकं अस्ति,Sanskrit
मी बाजारात जात आहे,Marathi
एषः सुंदरः दिवसः अस्ति,Sanskrit
मैं बाजार जा रहा हूँ,Hindi
मुझे भूख लगी है,Hindi
त्वं कथं असि?,Sanskrit
कति बजेको छ?,Nepali
कियद्वेला जाता? अहं विद्यालयं गच्छामि,Sanskrit
मी मराठी शिकत आहे,Marathi
यो एक सुन्दर दिन हो,Nepali
तिमीलाई कस्तो छ?,Nepali
भारत एक महान देश हो,Nepali
कृपया माझी मदत करा,Marathi
म बजार जाँदैछु,Nepali
यो एक सुन्दर दिन हो,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
क्या समय हुआ है?,Hindi
भारतः महान् देशः अस्ति,Sanskrit
कृपया मलाई मद्दत गर यो एक सुन्दर दिन हो,Nepali
म नेपाली सिक्दैछु,Nepali
मैं बाजार जा रहा हूँ,Hindi
कृपया मलाई मद्दत गर,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
मला भूक लागली आहे,Marathi
म भोक लागेको छु मौसम धेरै राम्रो छ,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
वेळ किती वाजली आहे?,Marathi
हवामान खूप छान आहे हवामान खूप छान आहे,Marathi
यह एक सुंदर दिन है मैं हिंदी सीख रहा हूँ,Hindi
हा एक सुंदर दिवस आहे,Marathi
वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश हो कति बजेको छ?,Nepali
कति बजेको छ? यो पुस्तक धेरै रोचक छ,Nepali
म नेपाली सिक्दैछु,Nepali
एषः सुंदरः दिवसः अस्ति कृपया साहाय्यं कुरुत,Sanskrit
एषः सुंदरः दिवसः अस्ति,Sanskrit
तुम कैसे हो? यह पुस्तक बहुत रोचक है,Hindi
मम क्षुधा वर्तते एषः सुंदरः दिवसः अस्ति,Sanskrit
मम क्षुधा वर्तते,Sanskrit
मुझे भूख लगी है कृपया मेरी मदद करें,Hindi
मैं बाजार जा रहा हूँ मैं बाजार जा रहा हूँ,Hindi
ही पुस्तक खूप रंजक आहे मला भूक लागली आहे,Marathi
म भोक लागेको छु,Nepali
मैं बाजार जा रहा हूँ,Hindi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
कृपया माझी मदत करा ही पुस्तक खूप रंजक आहे,Marathi
भारत एक महान देश आहे,Marathi
मुझे भूख लगी है,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
मैं बाजार जा रहा हूँ,Hindi
क्या समय हुआ है?,Hindi
मी मराठी शिकत आहे,Marathi
अहं विद्यालयं गच्छामि,Sanskrit
म नेपाली सिक्दैछु,Nepali
भारत एक महान देश है मैं हिंदी सीख रहा हूँ,Hindi
अहं संस्कृतं पठामि,Sanskrit
मौसम धेरै राम्रो छ,Nepali
मी मराठी शिकत आहे,Marathi
यह पुस्तक बहुत रोचक है,Hindi
मौसम धेरै राम्रो छ म बजार जाँदैछु,Nepali
एषा पुस्तिका रोचकं अस्ति कृपया साहाय्यं कुरुत,Sanskrit
कियद्वेला जाता? कियद्वेला जाता?,Sanskrit
भारत एक महान देश आहे भारत एक महान देश आहे,Marathi
वातावरणं रमणीयं अस्ति,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
वातावरणं रमणीयं अस्ति मम क्षुधा वर्तते,Sanskrit
अहं विद्यालयं गच्छामि एषः सुंदरः दिवसः अस्ति,Sanskrit
कृपया साहाय्यं कुरुत एषा पुस्तिका रोचकं अस्ति,Sanskrit
भारत एक महान देश आहे,Marathi
अहं विद्यालयं गच्छामि,Sanskrit
एषः सुंदरः दिवसः अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
मौसम धेरै राम्रो छ कति बजेको छ?,Nepali
मौसम बहुत अच्छा है,Hindi
एषः सुंदरः दिवसः अस्ति अहं विद्यालयं गच्छामि,Sanskrit
कृपया मेरी मदद करें क्या समय हुआ है?,Hindi
कति बजेको छ?,Nepali
मी मराठी शिकत आहे,Marathi
कियद्वेला जाता?,Sanskrit
मला भूक लागली आहे मी बाजारात जात आहे,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
कति बजेको छ? म बजार जाँदैछु,Nepali
ही पुस्तक खूप रंजक आहे ही पुस्तक खूप रंजक आहे,Marathi
मला भूक लागली आहे मला भूक लागली आहे,Marathi
म बजार जाँदैछु,Nepali
अहं संस्कृतं पठामि त्वं कथं असि?,Sanskrit
म भोक लागेको छु म बजार जाँदैछु,Nepali
एषः सुंदरः दिवसः अस्ति अहं संस्कृतं पठामि,Sanskrit
मला भूक लागली आहे,Marathi
यह पुस्तक बहुत रोचक है,Hindi
यह पुस्तक बहुत रोचक है कृपया मेरी मदद करें,Hindi
त्वं कथं असि?,Sanskrit
मम क्षुधा वर्तते,Sanskrit
कृपया मलाई मद्दत गर,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
म भोक लागेको छु,Nepali
कृपया माझी मदत करा ही पुस्तक खूप रंजक आहे,Marathi
भारतः महान् देशः अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
मला भूक लागली आहे,Marathi
म बजार जाँदैछु,Nepali
तू कसा आहेस? कृपया माझी मदत करा,Marathi
म बजार जाँदैछु,Nepali
अहं संस्कृतं पठामि,Sanskrit
भारत एक महान देश हो,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
तू कसा आहेस?,Marathi
म भोक लागेको छु,Nepali
मौसम धेरै राम्रो छ यो एक सुन्दर दिन हो,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
मौसम धेरै राम्रो छ,Nepali
क्या समय हुआ है? भारत एक महान देश है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
मैं बाजार जा रहा हूँ,Hindi
भारत एक महान देश हो म बजार जाँदैछु,Nepali
मी बाजारात जात आहे,Marathi
कृपया मेरी मदद करें क्या समय हुआ है?,Hindi
मुझे भूख लगी है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
तुम कैसे हो?,Hindi
यह एक सुंदर दिन है,Hindi
कृपया मलाई मद्दत गर म नेपाली सिक्दैछु,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
मौसम धेरै राम्रो छ मौसम धेरै राम्रो छ,Nepali
ही पुस्तक खूप रंजक आहे ही पुस्तक खूप रंजक आहे,Marathi
मुझे भूख लगी है कृपया मेरी मदद करें,Hindi
कियद्वेला जाता?,Sanskrit
वेळ किती वाजली आहे?,Marathi
मैं हिंदी सीख रहा हूँ यह एक सुंदर दिन है,Hindi
क्या समय हुआ है?,Hindi
भारत एक महान देश हो,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
ही पुस्तक खूप रंजक आहे भारत एक महान देश आहे,Marathi
म नेपाली सिक्दैछु,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
कृपया माझी मदत करा,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
अहं संस्कृतं पठामि,Sanskrit
वेळ किती वाजली आहे? वेळ किती वाजली आहे?,Marathi
अहं विद्यालयं गच्छामि अहं संस्कृतं पठामि,Sanskrit
यह पुस्तक बहुत रोचक है कृपया मेरी मदद करें,Hindi
मम क्षुधा वर्तते,Sanskrit
म बजार जाँदैछु कृपया मलाई मद्दत गर,Nepali
मी बाजारात जात आहे मी मराठी शिकत आहे,Marathi
कृपया मलाई मद्दत गर म बजार जाँदैछु,Nepali
कृपया मेरी मदद करें,Hindi
तुम कैसे हो?,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
अहं विद्यालयं गच्छामि एषा पुस्तिका रोचकं अस्ति,Sanskrit
क्या समय हुआ है? यह एक सुंदर दिन है,Hindi
भारत एक महान देश हो,Nepali
एषः सुंदरः दिवसः अस्ति कृपया साहाय्यं कुरुत,Sanskrit
म बजार जाँदैछु,Nepali
मौसम बहुत अच्छा है,Hindi
भारतः महान् देशः अस्ति,Sanskrit
तिमीलाई कस्तो छ?,Nepali
तिमीलाई कस्तो छ?,Nepali
हा एक सुंदर दिवस आहे,Marathi
क्या समय हुआ है?,Hindi
मी मराठी शिकत आहे,Marathi
मैं बाजार जा रहा हूँ,Hindi
यह एक सुंदर दिन है मैं बाजार जा रहा हूँ,Hindi
मैं बाजार जा रहा हूँ,Hindi
मी बाजारात जात आहे,Marathi
मी बाजारात जात आहे,Marathi
भारत एक महान देश आहे तू कसा आहेस?,Marathi
अहं संस्कृतं पठामि कियद्वेला जाता?,Sanskrit
मला भूक लागली आहे,Marathi
कति बजेको छ?,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
तुम कैसे हो?,Hindi
यह एक सुंदर दिन है,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
मी बाजारात जात आहे,Marathi
मी मराठी शिकत आहे,Marathi
मी मराठी शिकत आहे,Marathi
वेळ किती वाजली आहे? तू कसा आहेस?,Marathi
कृपया मलाई मद्दत गर म नेपाली सिक्दैछु,Nepali
कृपया माझी मदत करा,Marathi
अहं संस्कृतं पठामि,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
क्या समय हुआ है?,Hindi
म भोक लागेको छु यो एक सुन्दर दिन हो,Nepali
क्या समय हुआ है?,Hindi
तू कसा आहेस? हवामान खूप छान आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
मी बाजारात जात आहे,Marathi
मम क्षुधा वर्तते,Sanskrit
भारत एक महान देश हो कृपया मलाई मद्दत गर,Nepali
भारत एक महान देश है,Hindi
एषा पुस्तिका रोचकं अस्ति एषा पुस्तिका रोचकं अस्ति,Sanskrit
कृपया मेरी मदद करें तुम कैसे हो?,Hindi
हवामान खूप छान आहे,Marathi
भारतः महान् देशः अस्ति एषा पुस्तिका रोचकं अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
मला भूक लागली आहे,Marathi
भारत एक महान देश आहे,Marathi
तू कसा आहेस?,Marathi
एषः सुंदरः दिवसः अस्ति,Sanskrit
तुम कैसे हो?,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
मैं बाजार जा रहा हूँ मौसम बहुत अच्छा है,Hindi
तिमीलाई कस्तो छ? कृपया मलाई मद्दत गर,Nepali
म बजार जाँदैछु यो एक सुन्दर दिन हो,Nepali
तिमीलाई कस्तो छ?,Nepali
भारत एक महान देश है,Hindi
यो एक सुन्दर दिन हो,Nepali
अहं संस्कृतं पठामि,Sanskrit
मुझे भूख लगी है,Hindi
म भोक लागेको छु,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
हवामान खूप छान आहे हा एक सुंदर दिवस आहे,Marathi
ही पुस्तक खूप रंजक आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
मौसम धेरै राम्रो छ,Nepali
अहं संस्कृतं पठामि कियद्वेला जाता?,Sanskrit
अहं विद्यालयं गच्छामि मम क्षुधा वर्तते,Sanskrit
तिमीलाई कस्तो छ?,Nepali
म बजार जाँदैछु,Nepali
एषः सुंदरः दिवसः अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
कृपया माझी मदत करा,Marathi
तुम कैसे हो?,Hindi
म बजार जाँदैछु,Nepali
ही पुस्तक खूप रंजक आहे,Marathi
अहं संस्कृतं पठामि,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
अहं संस्कृतं पठामि,Sanskrit
वेळ किती वाजली आहे?,Marathi
एषः सुंदरः दिवसः अस्ति मम क्षुधा वर्तते,Sanskrit
ही पुस्तक खूप रंजक आहे वेळ किती वाजली आहे?,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
भारत एक महान देश आहे,Marathi
मैं बाजार जा रहा हूँ,Hindi
एषा पुस्तिका रोचकं अस्ति कियद्वेला जाता?,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
कियद्वेला जाता? एषा पुस्तिका रोचकं अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
तिमीलाई कस्तो छ?,Nepali
मम क्षुधा वर्तते,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
वेळ किती वाजली आहे? वेळ किती वाजली आहे?,Marathi
त्वं कथं असि?,Sanskrit
वेळ किती वाजली आहे?,Marathi
अहं संस्कृतं पठामि,Sanskrit
एषः सुंदरः दिवसः अस्ति,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
भारत एक महान देश हो,Nepali
भारत एक महान देश है मैं बाजार जा रहा हूँ,Hindi
हवामान खूप छान आहे वेळ किती वाजली आहे?,Marathi
क्या समय हुआ है? यह पुस्तक बहुत रोचक है,Hindi
त्वं कथं असि?,Sanskrit
म भोक लागेको छु,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
एषा पुस्तिका रोचकं अस्ति,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
भारत एक महान देश है,Hindi
म नेपाली सिक्दैछु,Nepali
मौसम बहुत अच्छा है भारत एक महान देश है,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
मैं बाजार जा रहा हूँ,Hindi
मैं बाजार जा रहा हूँ,Hindi
अहं संस्कृतं पठामि,Sanskrit
मला भूक लागली आहे ही पुस्तक खूप रंजक आहे,Marathi
क्या समय हुआ है?,Hindi
कृपया मेरी मदद करें यह एक सुंदर दिन है,Hindi
तू कसा आहेस?,Marathi
तुम कैसे हो? यह एक सुंदर दिन है,Hindi
हा एक सुंदर दिवस आहे,Marathi
भारतः महान् देशः अस्ति,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
वेळ किती वाजली आहे? वेळ किती वाजली आहे?,Marathi
त्वं कथं असि? मम क्षुधा वर्तते,Sanskrit
वेळ किती वाजली आहे?,Marathi
कृपया माझी मदत करा,Marathi
कृपया माझी मदत करा ही पुस्तक खूप रंजक आहे,Marathi
भारतः महान् देशः अस्ति,Sanskrit
कियद्वेला जाता?,Sanskrit
कृपया साहाय्यं कुरुत,Sanskrit
तुम कैसे हो? कृपया मेरी मदद करें,Hindi
क्या समय हुआ है? यह पुस्तक बहुत रोचक है,Hindi
भारत एक महान देश हो,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
कियद्वेला जाता?,Sanskrit
अहं संस्कृतं पठामि,Sanskrit
म भोक लागेको छु म नेपाली सिक्दैछु,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
तिमीलाई कस्तो छ?,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
तुम कैसे हो?,Hindi
म नेपाली सिक्दैछु,Nepali
कृपया मेरी मदद करें,Hindi
तू कसा आहेस?,Marathi
कृपया मलाई मद्दत गर कृपया मलाई मद्दत गर,Nepali
कियद्वेला जाता? मम क्षुधा वर्तते,Sanskrit
त्वं कथं असि? भारतः महान् देशः अस्ति,Sanskrit
म बजार जाँदैछु म भोक लागेको छु,Nepali
कियद्वेला जाता?,Sanskrit
तुम कैसे हो? भारत एक महान देश है,Hindi
मला भूक लागली आहे,Marathi
अहं संस्कृतं पठामि एषः सुंदरः दिवसः अस्ति,Sanskrit
मला भूक लागली आहे,Marathi
त्वं कथं असि?,Sanskrit
त्वं कथं असि?,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
मी मराठी शिकत आहे,Marathi
कति बजेको छ?,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश हो यो एक सुन्दर दिन हो,Nepali
भारत एक महान देश है,Hindi
वेळ किती वाजली आहे?,Marathi
कृपया मेरी मदद करें,Hindi
क्या समय हुआ है?,Hindi
यह एक सुंदर दिन है,Hindi
तिमीलाई कस्तो छ?,Nepali
कृपया माझी मदत करा भारत एक महान देश आहे,Marathi
अहं विद्यालयं गच्छामि,Sanskrit
तिमीलाई कस्तो छ?,Nepali
मम क्षुधा वर्तते,Sanskrit
तिमीलाई कस्तो छ? म बजार जाँदैछु,Nepali
म भोक लागेको छु,Nepali
कति बजेको छ?,Nepali
हवामान खूप छान आहे भारत एक महान देश आहे,Marathi
म भोक लागेको छु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
यो एक सुन्दर दिन हो,Nepali
क्या समय हुआ है? यह पुस्तक बहुत रोचक है,Hindi
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
हवामान खूप छान आहे,Marathi
मैं बाजार जा रहा हूँ,Hindi
म भोक लागेको छु,Nepali
मी मराठी शिकत आहे वेळ किती वाजली आहे?,Marathi
अहं विद्यालयं गच्छामि त्वं कथं असि?,Sanskrit
मला भूक लागली आहे,Marathi
यो पुस्तक धेरै रोचक छ म नेपाली सिक्दैछु,Nepali
यह पुस्तक बहुत रोचक है मैं बाजार जा रहा हूँ,Hindi
भारत एक महान देश है,Hindi
कियद्वेला जाता? कियद्वेला जाता?,Sanskrit
तिमीलाई कस्तो छ?,Nepali
त्वं कथं असि?,Sanskrit
म बजार जाँदैछु म बजार जाँदैछु,Nepali
मौसम बहुत अच्छा है,Hindi
हा एक सुंदर दिवस आहे,Marathi
तिमीलाई कस्तो छ?,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
मौसम धेरै राम्रो छ,Nepali
एषः सुंदरः दिवसः अस्ति,Sanskrit
तू कसा आहेस?,Marathi
मी मराठी शिकत आहे ही पुस्तक खूप रंजक आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
म भोक लागेको छु,Nepali
तुम कैसे हो? कृपया मेरी मदद करें,Hindi
भारत एक महान देश हो मौसम धेरै राम्रो छ,Nepali
यह एक सुंदर दिन है,Hindi
यह पुस्तक बहुत रोचक है,Hindi
मौसम बहुत अच्छा है क्या समय हुआ है?,Hindi
भारत एक महान देश है मैं हिंदी सीख रहा हूँ,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
कृपया मेरी मदद करें,Hindi
यो एक सुन्दर दिन हो,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
तू कसा आहेस? कृपया माझी मदत करा,Marathi
कति बजेको छ? म भोक लागेको छु,Nepali
मला भूक लागली आहे हा एक सुंदर दिवस आहे,Marathi
मौसम बहुत अच्छा है,Hindi
भारत एक महान देश है,Hindi
क्या समय हुआ है? कृपया मेरी मदद करें,Hindi
मला भूक लागली आहे,Marathi
तू कसा आहेस?,Marathi
मौसम बहुत अच्छा है,Hindi
मौसम धेरै राम्रो छ यो एक सुन्दर दिन हो,Nepali
मम क्षुधा वर्तते त्वं कथं असि?,Sanskrit
त्वं कथं असि?,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
कति बजेको छ? म भोक लागेको छु,Nepali
मुझे भूख लगी है,Hindi
त्वं कथं असि? त्वं कथं असि?,Sanskrit
तुम कैसे हो?,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
मौसम धेरै राम्रो छ,Nepali
मुझे भूख लगी है क्या समय हुआ है?,Hindi
यह एक सुंदर दिन है मैं हिंदी सीख रहा हूँ,Hindi
कति बजेको छ?,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
कृपया माझी मदत करा,Marathi
म बजार जाँदैछु,Nepali
यह एक सुंदर दिन है,Hindi
कृपया मलाई मद्दत गर,Nepali
कृपया माझी मदत करा,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
अहं संस्कृतं पठामि,Sanskrit
यह एक सुंदर दिन है क्या समय हुआ है?,Hindi
कृपया माझी मदत करा,Marathi
मी मराठी शिकत आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
एषा पुस्तिका रोचकं अस्ति,Sanskrit
म भोक लागेको छु,Nepali
मौसम बहुत अच्छा है,Hindi
मैं हिंदी सीख रहा हूँ यह एक सुंदर दिन है,Hindi
यह एक सुंदर दिन है,Hindi
मैं बाजार जा रहा हूँ,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
मौसम धेरै राम्रो छ कृपया मलाई मद्दत गर,Nepali
मी मराठी शिकत आहे हवामान खूप छान आहे,Marathi
यह पुस्तक बहुत रोचक है तुम कैसे हो?,Hindi
वातावरणं रमणीयं अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
अहं विद्यालयं गच्छामि,Sanskrit
भारत एक महान देश आहे तू कसा आहेस?,Marathi
कृपया मलाई मद्दत गर कृपया मलाई मद्दत गर,Nepali
मुझे भूख लगी है,Hindi
म नेपाली सिक्दैछु कृपया मलाई मद्दत गर,Nepali
म भोक लागेको छु,Nepali
तिमीलाई कस्तो छ? कृपया मलाई मद्दत गर,Nepali
कृपया माझी मदत करा,Marathi
मी बाजारात जात आहे,Marathi
तू कसा आहेस? भारत एक महान देश आहे,Marathi
मी बाजारात जात आहे वेळ किती वाजली आहे?,Marathi
यो एक सुन्दर दिन हो,Nepali
कियद्वेला जाता? अहं संस्कृतं पठामि,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
यो एक सुन्दर दिन हो,Nepali
हवामान खूप छान आहे,Marathi
मी मराठी शिकत आहे भारत एक महान देश आहे,Marathi
मैं बाजार जा रहा हूँ मैं हिंदी सीख रहा हूँ,Hindi
म नेपाली सिक्दैछु,Nepali
कियद्वेला जाता?,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
यो एक सुन्दर दिन हो भारत एक महान देश हो,Nepali
मौसम धेरै राम्रो छ कृपया मलाई मद्दत गर,Nepali
यह एक सुंदर दिन है,Hindi
यह एक सुंदर दिन है,Hindi
मम क्षुधा वर्तते वातावरणं रमणीयं अस्ति,Sanskrit
तुम कैसे हो? तुम कैसे हो?,Hindi
मी मराठी शिकत आहे,Marathi
कृपया मेरी मदद करें यह एक सुंदर दिन है,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
यह एक सुंदर दिन है मुझे भूख लगी है,Hindi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
म भोक लागेको छु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
कृपया मेरी मदद करें यह पुस्तक बहुत रोचक है,Hindi
मला भूक लागली आहे,Marathi
मौसम बहुत अच्छा है मैं बाजार जा रहा हूँ,Hindi
म नेपाली सिक्दैछु कृपया मलाई मद्दत गर,Nepali
एषः सुंदरः दिवसः अस्ति मम क्षुधा वर्तते,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
ही पुस्तक खूप रंजक आहे ही पुस्तक खूप रंजक आहे,Marathi
मी बाजारात जात आहे,Marathi
मम क्षुधा वर्तते,Sanskrit
तिमीलाई कस्तो छ?,Nepali
कृपया माझी मदत करा,Marathi
तिमीलाई कस्तो छ?,Nepali
अहं संस्कृतं पठामि,Sanskrit
यो एक सुन्दर दिन हो,Nepali
भारतः महान् देशः अस्ति,Sanskrit
कृपया मलाई मद्दत गर म भोक लागेको छु,Nepali
क्या समय हुआ है?,Hindi
भारत एक महान देश है,Hindi
भारतः महान् देशः अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
हवामान खूप छान आहे हवामान खूप छान आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
ही पुस्तक खूप रंजक आहे,Marathi
भारतः महान् देशः अस्ति मम क्षुधा वर्तते,Sanskrit
वेळ किती वाजली आहे? हा एक सुंदर दिवस आहे,Marathi
ही पुस्तक खूप रंजक आहे,Marathi
त्वं कथं असि?,Sanskrit
मौसम बहुत अच्छा है,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
वेळ किती वाजली आहे?,Marathi
कृपया मलाई मद्दत गर,Nepali
